id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
52415,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Winter,2015.0,Casual,Red Rose Pink Pyjama Set
18777,Men,Accessories,Ties,Ties,Navy Blue,Summer,2011.0,Formal,Peter England Men Elite Navy Blue Tie
17690,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Chukka Low Grey Casual Shoes
55951,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Colorbar Ignite Nail Lacquer 05
42544,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Mother Earth Women Pink Kurta
5755,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Graphic Top
56105,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Star Metal Sedustress Lip Gloss 006
12787,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Mother Earth Women Renu Red Kurtas
30335,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Lost Valley Off White T-shirt
43632,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Vero Moda Women Black Dress
45892,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Men Silver Dial Watch
43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Gold & Pink Earrings
6303,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Women's Epaulettes Sleeve Black T-shirt
39544,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Numero Uno Men Navy Blue Flip Flops
6433,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Lotto Men's Canvas Blue Shoe
52576,Women,Accessories,Bags,Clutches,Purple,Summer,2012.0,Casual,Mod'acc Women Purple Clutch
34617,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs
4209,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Mickey On Skates Kidswear
18619,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Team Essential Polo White Tshirts
15780,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Mid- Rise BF Red Briefs
28686,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Proline Men Navy Sleeveless T-shirt with Printed Detail
3378,Men,Footwear,Shoes,Casual Shoes,Silver,Fall,2011.0,Casual,Asics Men's Multi Court Black Silver Shoe
13016,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Inc 5 Women Casual Brown Wedges
58889,Men,Accessories,Ties,Ties,Brown,Summer,2017.0,Casual,Hakashi Men Brown Tie
53743,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,ADIDAS Women Black Track Pant
8098,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Hip Hop Analog Black Watch
11730,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Lee Men Solid Yellow T-shirt
55299,Women,Personal Care,Makeup,Eyeshadow,Bronze,Spring,2017.0,Casual,Lakme Absolute Eye Chromatic Day Shimmer Baked Eye Shadow
28537,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Challenger Black T-shirt
1532,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Puma Men Grey Leaping Cat T-shirt
15078,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,Mother Earth Women Printed Blue Kurtis
11737,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Lee Men Stripes Green T-shirt
37730,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,John Players Men Orange Gingham Shirt
56599,Women,Personal Care,Eyes,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Streetwear Stay On Aquamarine Eye Pencil 01
17223,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses
46066,Men,Accessories,Belts,Belts,Tan,Summer,2012.0,Casual,Lino Perros Men Tan Leather Belt
55579,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Touch & Glow Ivory Matte Compact
2922,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,DUSG Men's Sunderbans Organic Natural T-shirt
58475,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet
18416,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Skechers Men USA White Shoe
53426,Women,Apparel,Topwear,Kurtas,Green,Fall,2012.0,Ethnic,Alma Women Green Kurta
12884,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Spykar Men Helmet Grey T-Shirts
22305,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Inc. 5 Women Casual White Heels
35657,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Casual,U.S. Polo Assn. Men Brown Shoes
19626,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White T-shirt
28032,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men Bikini White Brief 1005
15277,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Sports,Nike Men pack of 3 Sports Socks
42959,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,French Connection Men Black Belt
51620,Women,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fossil Women Brown Dial Watch ES3090
13734,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Belmonte Men Check Blue Shirts
52768,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Fiorelli Women Black Leather Handbag
4194,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Ed Hardy Men's Fierce Panther Maroon T-shirt
1811,Men,Apparel,Topwear,Tshirts,Orange,Fall,2010.0,Sports,Solognac Men Orange T-shirt
11945,Men,Footwear,Sandal,Sandals,Red,Summer,2012.0,Casual,Ganuchi Men Casual Red Sandals
2493,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Puma Men's White Polo T-shirt
57518,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2013.0,Smart Casual,Provogue Men Tan Brown Leather Casual Shoes
46745,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,2012.0,Sports,Nike Men Black Track Pants
57197,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women BlueTunic
39677,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes
57046,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Women Black Sheath Dress
58284,Women,Accessories,Bags,Clutches,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Clutch
39201,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats
14652,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men Punk Black Tshirts
18358,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Casual,Fila Men Ankel Black Socks
18738,Women,Apparel,Topwear,Tops,Olive,Fall,2011.0,Casual,Arrow Woman Yuli Olive Top
21678,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Men Silver-Toned Dial Chronograph Watch CH2686
50941,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Parx Men Red Vest
5430,Boys,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Ant Kids Boy's White Check Kidswear
6431,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Dark Navy Shoe
31635,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt
9545,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Grey T-shirt
9691,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Ikon Blue Polo Tshirts
12443,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Timberland Men Casual Black Wallets
5160,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Inkfruit Men's Insignia Navy T-shirt
39656,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Black Shoes
11735,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Lee Men Stripes Blue T-shirt
38608,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey T-shirt
16613,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Genesis Men Stripes Grey Trouser
52147,Women,Apparel,Topwear,Tshirts,Lime Green,Summer,2012.0,Casual,Femella Women Green Polo T-Shirt
26073,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Shirt
24378,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Folklore Women Red  Kurta
13832,Men,Apparel,Topwear,Shirts,Black,Winter,2011.0,Casual,Genesis Black Casual Shirt
52405,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Women Black Nightdress
51034,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017.0,Casual,Enamor Women Pink Highspirit Nightdress
30463,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Women All Day Long Pink Bra
15141,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Check Blue Slim Fit Shirt
12692,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Transform Black Sports Shoes
3979,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Funny Nature Blue T-shirt
12706,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Deep Red White Sports Shoes
20478,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Oscar Opart Brown Wallet
59236,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Men Silver Watch
33373,Women,Accessories,Bags,Clutches,Silver,Summer,2012.0,Casual,Baggit Women Bingri Club Silver Clutch
35668,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Flip Flops
2091,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Mens ESS 3S Polo T-shirt
55170,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Crimson Scream Nail Polish 27
39475,Women,Apparel,Topwear,Kurtis,White,Summer,2012.0,Ethnic,Diva Women White Printed Kurti
47162,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Brown Belt
56258,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Black Pyjama Set
19871,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Wires Navy Blue Flip Flops
32727,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Unisex Skeletoes 2.0 Black Shoes
29107,Unisex,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Puma Unisex Heather Grey Cap
3410,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Lazy White T-shirt
4315,Unisex,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex Harappa Choco Brown Kidswear
31886,Women,Apparel,Saree,Sarees,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Cotton Silk Saree
30014,Men,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,Kenneth Cole Men White Dial Watch
40674,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Lee Women Blue Top
27857,Women,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Scullers For Her Check Red Shirt
15442,Women,Accessories,Bags,Handbags,Yellow,Fall,2011.0,Casual,Hidekraft Women Leather Yellow Handbags
29462,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch
4028,Unisex,Footwear,Shoes,Casual Shoes,Olive,Summer,2011.0,Casual,ADIDAS Unisex High Can Oak Olive Shoes
39010,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Kitch Peachy Pink Top
23858,Men,Footwear,Shoes,Sports Shoes,Beige,Fall,2011.0,Sports,ADIDAS Men Beige Pural Desman Sports Shoes
35234,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Fortune Men Brown Formal Shoes
8608,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Navy Blue Polo T-Shirts
30636,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Women Printed Tempo Blue Shorts
49786,Women,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2012.0,Casual,Little Miss Intimates Black & White Pyjama Set
40534,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch
8728,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Checks Purple Shirts
22789,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Red Tshirt
33846,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Shoes
55467,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Revlon Coffee Sip Super Lustrous Lipstick 212
58517,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tonga Women Pink Top
3045,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Tiger Black T-shirt
40306,Unisex,Footwear,Sandal,Sandals,White,Winter,2013.0,Casual,Warner Bros Unisex White Kids sandals
26623,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes
40934,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and JonyBoys Around the World White Shirts
20462,Women,Accessories,Bags,Mobile Pouch,Purple,Winter,2015.0,Casual,Baggit Women Auxi Baby Purple Mobile Pouch
4151,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Max Black Green Black Shoe
46361,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Check Shirt
35095,Women,Accessories,Scarves,Scarves,Red,Winter,2011.0,Casual,Allen Solly Women Red Scarf
41447,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Sports,Lee Cooper Men White Shoes
44573,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Coolers Men Brown Sandals
55961,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Colorbar Take Me As I Am Smacking Cherry Lipcolor With Sharpener 004
27092,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aneri Women Monika Brown Kurta
55800,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women Green Nightdress
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals
3414,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Mens Game over T-shirt
49056,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
57111,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Elle Women Blue Top
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt
20222,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Wrangler Women Scoop Grey Sweater
38242,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & Red Flip Flops
48617,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings
13764,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Belmonte Men Check White Shirts
46967,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Bulchee Women Black Handbag
53893,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Green Handbag
17197,Men,Apparel,Topwear,Sweaters,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Green Sweater
42899,Women,Accessories,Belts,Belts,Grey,Summer,2012.0,Casual,French Connection Women Grey Belt
32446,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,ADIDAS Men Black 3/4 Length Pants
14414,Women,Footwear,Shoes,Heels,Silver,Summer,2012.0,Casual,Enroute Women Casual Silver Flats
15436,Women,Accessories,Bags,Handbags,Maroon,Fall,2011.0,Casual,Hidekraft Women Leather Maroon Handbags
19042,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Moccasin Blue Casual Shoes
13298,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Gini and Jony Men Solid White Shorts
24619,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Belmonte Men Leather Black Wallet
59404,Women,Apparel,Topwear,Tops,Blue,Fall,2012.0,Casual,Tokyo Talkies Women Blue Top
8117,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men New Analog Black Navy Watch
34021,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Gini and Jony Boys Printed Orange T-shirt
21811,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Flyby Brown Wallet
6343,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Peep Toes
23682,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Red Tape Men Black Casual Shoes
23598,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Nike Fragrances Men Blue Wave Deo
52111,Women,Apparel,Topwear,Kurtis,White,Summer,2012.0,Ethnic,Myntra Women White Printed Kurti
58328,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Lotto Men Blue Flip Flops
58244,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Baggit Women Black Wallet
22080,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Vishudh Women Printed Black Kurta
11439,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Top
7103,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Backpack
50740,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes
13332,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts
51325,Unisex,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Wildcraft Unisex Black & Grey Checked Bishop Sling Bag
21192,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012.0,Casual,Quiksilver Unisex Red Backpack
14656,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Funky Print White Tshirts
43076,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Womens Black Capris
51941,Women,Accessories,Bags,Handbags,Purple,Summer,2016.0,Casual,Nyk Women Purple Curly Sling Bag
14438,Women,Footwear,Shoes,Heels,Yellow,Summer,2012.0,Casual,Enroute Women Casual Yellow Heels
57427,Women,Apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Angry Birds Women Green T-shirt
48964,Men,Accessories,Jewellery,Ring,Steel,Summer,2012.0,Casual,Revv Men Steel Ring
28445,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Kiara Women Pink Handbag
58325,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Lotto Women Blue Flip Flops
54573,Women,Apparel,Topwear,Kurtas,Coffee Brown,Summer,2012.0,Ethnic,Sushilas Women Coffee Brown Kurta
52177,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Ring
57653,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,,Lotus Herbals Colour Dew Strawberry Idea Nail Polish 95
28513,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Premier Knit Grey Shorts
36430,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Spinn Men Brash White Shoes
23097,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013.0,Casual,Converse Men Rainbow Maroon Flip Flops
8793,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red & Blue Check Shirt
31028,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,Arrow New York Men Check Navy Blue Slim Fit Shirt
53111,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow T-shirt
50026,Women,Apparel,Bottomwear,Leggings,Maroon,Winter,2015.0,Casual,Hanes Women Maroon ComfortSoft Waistband Cotton Stretch Full Leggings
21889,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,BIBA Women Printed Green Kurta
19176,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Check Black Shirt
14498,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes
42853,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Beaded Clutch
20596,Women,Accessories,Wallets,Wallets,Grey,Winter,2015.0,Casual,Baggit Women Highway Cruise Grey Wallet
49638,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mineral Women Pink Top
58977,Men,Personal Care,Fragrance,Deodorant,Silver,Spring,2017.0,Casual,Colour Me Men Silver Deo
10171,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,United Colors of Benetton Men vertigo Brown Shoes
12652,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Printed Blue Tshirts
6326,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Spring,2012.0,Casual,Puma Unisex MM II Blue Flip Flop
54403,Women,Accessories,Wallets,Wallets,Orange,Summer,2012.0,Casual,Baggit Women Orange Wallet
22681,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Revolution Backpack
30898,Women,Apparel,Bottomwear,Salwar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Salwar
27675,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag
57743,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lotus Herbals Pure Radiance Soft Beige Daily Foundation 360
43773,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Golden Earrings
35848,Women,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Kelme Women Passion Blue Shoes
31214,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Lotto Men Atlantica Black Sports Shoes
29384,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Striped Maroon Shirt
23653,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Music Men Off White Printed T-shirt
14519,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Teal Blue Striped Shirt
52863,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Green Earrings
56030,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Soft Touch Seduction Lipstick 021
39568,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Flats
